North America,Sint Maarten (Netherlands),Philipsburg
North America,Trinidad and Tobago,Port Of Spain 
North America,Turks and Caicos Islands (UK),Cockburn Town 
North America,United States,Washington D.C. 
North America,United States Virgin Islands (USA),Charlotte Amalie 
North America,Saint Barthelemy,"Gustavia, Saint Barthélemy"
Oceania,American Samoa (USA),Pago Pago 
Oceania,Australia,Canberra 
Oceania,Cook Islands (New Zealand),Avarua 
Oceania,Fiji,Suva 
Oceania,French Polynesia (France),Papeete 
Oceania,Marshall Islands,Majuro 
Oceania,Micronesia,Palikir 
Oceania,Nauru,Yaren
Oceania,New Caledonia (France),Nouméa 
Oceania,New Zealand,Wellington 
Oceania,Niue (New Zealand),Alofi 
Oceania,Norfolk Island (Australia),Kingston 
Oceania,Northern Mariana Islands (USA),Saipan 
Oceania,Palau,Ngerulmud 
Oceania,Papua New Guinea,Port Moresby 
Oceania,Pitcairn Islands (UK),Adamstown 
Oceania,Samoa,Apia 
Oceania,Solomon Islands,Honiara 
Oceania,Tokelau (New Zealand),"Nukunonu, Atafu,Tokelau"
Oceania,Tuvalu,Funafuti 
Oceania,Vanuatu,Port Vila 
Oceania,Wallis and Futuna (France),Mata-Utu 
South America,Argentina,Buenos Aires 
South America,Bolivia,Sucre
South America,Brazil,Brasília 
South America,Chile,Santiago 
South America,Colombia,Bogotá 
South America,Ecuador,Quito 
South America,Falkland Islands (UK),Stanley 
South America,French Guiana (France),Cayenne 
South America,Guyana,Georgetown 
South America,Paraguay,Asunción 
South America,Peru,Lima 
South America,"Saint Helena, Ascension, and Tristan da Cunha (UK)",Jamestown
South America,Suriname,Paramaribo 
South America,Uruguay,Montevideo 
South America,Venezuela,Caracas 
